Cluster,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue
-1,BP,GO:0015980,energy derivation by oxidation of organic compounds,31/1185,228/14849,0.00240912853381716,0.0313535858459103,0.0276232037531194
-1,BP,GO:0035176,social behavior,10/1185,45/14849,0.00243609946347399,0.0314312833074661,0.0276916569380981
-1,BP,GO:0051703,intraspecies interaction between organisms,10/1185,45/14849,0.00243609946347399,0.0314312833074661,0.0276916569380981
-1,BP,GO:0072347,response to anesthetic,10/1185,45/14849,0.00243609946347399,0.0314312833074661,0.0276916569380981
-1,BP,GO:0043244,regulation of protein complex disassembly,17/1185,101/14849,0.00252572056763837,0.0324942273601612,0.0286281341975116
-1,BP,GO:0001764,neuron migration,23/1185,154/14849,0.00254930943686448,0.0327039982043471,0.0288129469586066
-1,BP,GO:0008016,regulation of heart contraction,22/1185,145/14849,0.00255985034797268,0.032745663995434,0.0288496554436387
-1,BP,GO:0051589,negative regulation of neurotransmitter transport,7/1185,25/14849,0.00270557621492215,0.0345114693323876,0.030405369066021
-1,BP,GO:0043254,regulation of protein complex assembly,47/1185,389/14849,0.00276824782219619,0.0350790181208124,0.0309053921223803
-1,BP,GO:0009156,ribonucleoside monophosphate biosynthetic process,20/1185,128/14849,0.00277084027228095,0.0350790181208124,0.0309053921223803
-1,BP,GO:0035303,regulation of dephosphorylation,23/1185,155/14849,0.00277350811422905,0.0350790181208124,0.0309053921223803
-1,BP,GO:0008037,cell recognition,17/1185,102/14849,0.00281104280976733,0.035453882628807,0.0312356560588575
-1,BP,GO:1901879,regulation of protein depolymerization,14/1185,77/14849,0.0028369073259829,0.0356798708505972,0.0314347566889097
-1,BP,GO:0099518,vesicle cytoskeletal trafficking,10/1185,46/14849,0.0028944025180857,0.0363013053245944,0.0319822542280684
-1,BP,GO:0051047,positive regulation of secretion,47/1185,390/14849,0.00291164024001115,0.036415779046379,0.0320831081130681
-1,BP,GO:0032271,regulation of protein polymerization,27/1185,193/14849,0.0029760580748916,0.0371180576562869,0.0327018311270253
-1,BP,GO:0019233,sensory perception of pain,19/1185,120/14849,0.00299800496836752,0.0372882058392525,0.0328517354457651
-1,BP,GO:0019674,NAD metabolic process,9/1185,39/14849,0.00301891966913366,0.0373414581664191,0.0328986519257772
-1,BP,GO:0047496,vesicle transport along microtubule,9/1185,39/14849,0.00301891966913366,0.0373414581664191,0.0328986519257772
-1,BP,GO:0030802,regulation of cyclic nucleotide biosynthetic process,11/1185,54/14849,0.00313444442473489,0.0385579601837251,0.0339704171540122
-1,BP,GO:0055117,regulation of cardiac muscle contraction,11/1185,54/14849,0.00313444442473489,0.0385579601837251,0.0339704171540122
-1,BP,GO:0090257,regulation of muscle system process,27/1185,194/14849,0.0032018110711379,0.0392790483863639,0.0346057118358822
-1,BP,GO:0030641,regulation of cellular pH,13/1185,70/14849,0.00326361429033777,0.0399281421351951,0.0351775778089469
-1,BP,GO:0060047,heart contraction,25/1185,176/14849,0.00339551493636833,0.0414289730007983,0.0364998430516939
-1,BP,GO:0086001,cardiac muscle cell action potential,10/1185,47/14849,0.00341895777678864,0.04160195235171,0.0366522416921172
-1,BP,GO:0021697,cerebellar cortex formation,7/1185,26/14849,0.00345110038026593,0.041766686542841,0.0367973761641066
-1,BP,GO:2000311,regulation of AMPA receptor activity,7/1185,26/14849,0.00345110038026593,0.041766686542841,0.0367973761641066
-1,BP,GO:0014049,positive regulation of glutamate secretion,5/1185,14/14849,0.00348779776762321,0.0418722245364391,0.0368903574746074
-1,BP,GO:0031280,negative regulation of cyclase activity,5/1185,14/14849,0.00348779776762321,0.0418722245364391,0.0368903574746074
-1,BP,GO:0072578,neurotransmitter-gated ion channel clustering,5/1185,14/14849,0.00348779776762321,0.0418722245364391,0.0368903574746074
-1,BP,GO:1900271,regulation of long-term synaptic potentiation,9/1185,40/14849,0.00362474915505429,0.0434003298831833,0.038236652139492
-1,BP,GO:0043113,receptor clustering,11/1185,55/14849,0.00364155871087549,0.0434856346059334,0.0383118074901178
-1,BP,GO:0008038,neuron recognition,8/1185,33/14849,0.00367475580645634,0.0437656593394933,0.0385585154841908
-1,BP,GO:0095500,acetylcholine receptor signaling pathway,6/1185,20/14849,0.00372554772115718,0.0437898148376852,0.0385797970132507
-1,BP,GO:1903831,signal transduction involved in cellular response to ammonium ion,6/1185,20/14849,0.00372554772115718,0.0437898148376852,0.0385797970132507
-1,BP,GO:1905144,response to acetylcholine,6/1185,20/14849,0.00372554772115718,0.0437898148376852,0.0385797970132507
-1,BP,GO:1905145,cellular response to acetylcholine,6/1185,20/14849,0.00372554772115718,0.0437898148376852,0.0385797970132507
-1,BP,GO:2000310,regulation of NMDA receptor activity,6/1185,20/14849,0.00372554772115718,0.0437898148376852,0.0385797970132507
-1,BP,GO:0010721,negative regulation of cell development,41/1185,334/14849,0.00376573905276276,0.044146653647271,0.0388941799100796
-1,BP,GO:0006605,protein targeting,37/1185,294/14849,0.00380268373528815,0.0444636718006348,0.0391734799265703
-1,BP,GO:0048259,regulation of receptor-mediated endocytosis,14/1185,80/14849,0.00407476769024902,0.0475213166992678,0.0418673328228457
-1,BP,GO:0031345,negative regulation of cell projection organization,26/1185,188/14849,0.00411241374150241,0.0478361080293934,0.0421446709587294
-1,BP,GO:0010611,regulation of cardiac muscle hypertrophy,11/1185,56/14849,0.00421217940056638,0.0488699883941681,0.0430555424651937
-1,BP,GO:0001558,regulation of cell growth,44/1185,367/14849,0.00427616236514235,0.0494844562357968,0.0435969022468935
-1,BP,GO:0044057,regulation of system process,50/1185,429/14849,0.00429219880639892,0.0495423461201315,0.0436479045175136
-1,BP,GO:0010921,regulation of phosphatase activity,18/1185,115/14849,0.00431424270263026,0.0496691018841278,0.0437595791538043
-1,BP,GO:0009124,nucleoside monophosphate biosynthetic process,20/1185,133/14849,0.00434320810458414,0.0497480533273765,0.0438291371244358
-1,BP,GO:0007274,neuromuscular synaptic transmission,7/1185,27/14849,0.00434325988960614,0.0497480533273765,0.0438291371244358
-1,BP,GO:0006171,cAMP biosynthetic process,10/1185,49/14849,0.00469301516637017,0.0536173997379187,0.0472381170355406
-1,BP,GO:0010614,negative regulation of cardiac muscle hypertrophy,6/1185,21/14849,0.0048686383952748,0.0546354722643174,0.0481350614861809
-1,BP,GO:0060004,reflex,6/1185,21/14849,0.0048686383952748,0.0546354722643174,0.0481350614861809
-1,BP,GO:0071868,cellular response to monoamine stimulus,6/1185,21/14849,0.0048686383952748,0.0546354722643174,0.0481350614861809
-1,BP,GO:0071870,cellular response to catecholamine stimulus,6/1185,21/14849,0.0048686383952748,0.0546354722643174,0.0481350614861809
-1,BP,GO:0021819,layer formation in cerebral cortex,5/1185,15/14849,0.00489163916486762,0.0546354722643174,0.0481350614861809
-1,BP,GO:0031629,synaptic vesicle fusion to presynaptic active zone membrane,5/1185,15/14849,0.00489163916486762,0.0546354722643174,0.0481350614861809
-1,BP,GO:0035235,ionotropic glutamate receptor signaling pathway,5/1185,15/14849,0.00489163916486762,0.0546354722643174,0.0481350614861809
-1,BP,GO:0086012,membrane depolarization during cardiac muscle cell action potential,5/1185,15/14849,0.00489163916486762,0.0546354722643174,0.0481350614861809
-1,BP,GO:0099500,vesicle fusion to plasma membrane,5/1185,15/14849,0.00489163916486762,0.0546354722643174,0.0481350614861809
-1,BP,GO:0051222,positive regulation of protein transport,47/1185,401/14849,0.00496335341346547,0.0552305898997361,0.0486593733075157
-1,BP,GO:0048638,regulation of developmental growth,39/1185,319/14849,0.00496952301102303,0.0552305898997361,0.0486593733075157
-1,BP,GO:0050796,regulation of insulin secretion,21/1185,144/14849,0.00507742075292587,0.0562904177299683,0.049593105105901
-1,CC,GO:0097060,synaptic membrane,112/1185,317/14922,1.05538392833939e-44,5.99458071296772e-42,4.37706597648125e-42
-1,CC,GO:0098794,postsynapse,135/1185,479/14922,3.76189909521779e-41,1.06837934304185e-38,7.80099075534636e-39
-1,CC,GO:0098793,presynapse,113/1185,359/14922,1.68627862765623e-39,3.19268753502913e-37,2.33120624314581e-37
-1,CC,GO:0033267,axon part,114/1185,415/14922,1.30157206702379e-33,1.84823233517378e-31,1.34952472212466e-31
-1,CC,GO:0045211,postsynaptic membrane,79/1185,244/14922,9.70658926992114e-29,1.10266854106304e-26,8.05136036283985e-27
-1,CC,GO:0150034,distal axon,91/1185,343/14922,9.65725089424217e-26,9.14219751321592e-24,6.67536289882704e-24
-1,CC,GO:0032279,asymmetric synapse,76/1185,254/14922,3.21418738838965e-25,2.60808348086474e-23,1.90434561056469e-23
-1,CC,GO:0098984,neuron to neuron synapse,76/1185,257/14922,7.33262187946605e-25,4.64187298638371e-23,3.3893587039199e-23
-1,CC,GO:1902495,transmembrane transporter complex,75/1185,251/14922,7.35508043617137e-25,4.64187298638371e-23,3.3893587039199e-23
-1,CC,GO:0014069,postsynaptic density,74/1185,250/14922,2.91192045576216e-24,1.65397081887291e-22,1.20768069428452e-22
-1,CC,GO:1990351,transporter complex,75/1185,258/14922,4.90231157366881e-24,2.37033375989441e-22,1.73074777872201e-22
-1,CC,GO:0099572,postsynaptic specialization,74/1185,252/14922,5.00774738005861e-24,2.37033375989441e-22,1.73074777872201e-22
-1,CC,GO:0034702,ion channel complex,72/1185,242/14922,8.77652263667743e-24,3.83466527510214e-22,2.79995944846227e-22
-1,CC,GO:0008021,synaptic vesicle,60/1185,179/14922,5.7214289165574e-23,2.32126544614615e-21,1.69491954370197e-21
-1,CC,GO:0070382,exocytic vesicle,62/1185,196/14922,3.47110029810448e-22,1.3143899795489e-20,9.5972878417766e-21
-1,CC,GO:0034703,cation channel complex,60/1185,187/14922,7.30090402326656e-22,2.59182092825963e-20,1.89247117445199e-20
-1,CC,GO:0042734,presynaptic membrane,36/1185,74/14922,1.32808954899796e-20,4.43738155194614e-19,3.24004509167305e-19
-1,CC,GO:0043209,myelin sheath,61/1185,209/14922,7.36484894520718e-20,2.3240190004876e-18,1.69693010784306e-18
-1,CC,GO:0044306,neuron projection terminus,58/1185,196/14922,2.91917545763675e-19,8.72679821019828e-18,6.37205058342869e-18
-1,CC,GO:0043195,terminal bouton,42/1185,108/14922,3.18344391763699e-19,9.04098072608905e-18,6.60145738709986e-18
-1,CC,GO:0030133,transport vesicle,69/1185,269/14922,6.75682982096442e-19,1.82756158967038e-17,1.33443155361403e-17
-1,CC,GO:0099503,secretory vesicle,88/1185,415/14922,6.00235630734389e-18,1.54969926480515e-16,1.13154468186291e-16
-1,CC,GO:0043679,axon terminus,53/1185,179/14922,1.00972782454928e-17,2.49358871453909e-16,1.82074491017124e-16
-1,CC,GO:0098797,plasma membrane protein complex,87/1185,457/14922,8.76446433634992e-15,2.07425655960281e-13,1.51456094233415e-13
-1,CC,GO:0030427,site of polarized growth,49/1185,189/14922,5.57084326613046e-14,1.26569559006484e-12,9.24173577623327e-13
-1,CC,GO:0030426,growth cone,48/1185,186/14922,1.21882490100972e-13,2.66266362989816e-12,1.94419842509243e-12
-1,CC,GO:0034705,potassium channel complex,30/1185,84/14922,5.67112725736675e-13,1.19303714154975e-11,8.7112052218421e-12
-1,CC,GO:0120111,neuron projection cytoplasm,21/1185,44/14922,2.27574168965988e-12,4.61650457045289e-11,3.37083543506012e-11
-1,CC,GO:0008076,voltage-gated potassium channel complex,27/1185,75/14922,6.58950398469585e-12,1.29063388389905e-10,9.42382784018208e-11
-1,CC,GO:0048786,presynaptic active zone,19/1185,40/14922,2.84974374798821e-11,5.39551482952435e-10,3.93964574283283e-10
-1,CC,GO:0032839,dendrite cytoplasm,16/1185,30/14922,1.13424746646827e-10,2.07823406759348e-09,1.51746520131919e-09
-1,CC,GO:0043204,perikaryon,33/1185,121/14922,1.72312526025424e-10,3.05854733695128e-09,2.23326102809267e-09
-1,CC,GO:0044309,neuron spine,41/1185,177/14922,2.89189953874404e-10,4.97757253941398e-09,3.63447661328597e-09
-1,CC,GO:0030672,synaptic vesicle membrane,25/1185,76/14922,3.70475448179913e-10,6.01228727331972e-09,4.38999478444768e-09
-1,CC,GO:0099501,exocytic vesicle membrane,25/1185,76/14922,3.70475448179913e-10,6.01228727331972e-09,4.38999478444768e-09
-1,CC,GO:0044304,main axon,25/1185,77/14922,5.07672428902782e-10,8.00994276713278e-09,5.84862388852912e-09
-1,CC,GO:0043197,dendritic spine,40/1185,175/14922,7.27360212854884e-10,1.1165962186529e-08,8.15305615547153e-09
-1,CC,GO:0098839,postsynaptic density membrane,16/1185,34/14922,1.2664050404139e-09,1.89294227093446e-08,1.38217059812486e-08
-1,CC,GO:0099568,cytoplasmic region,68/1185,406/14922,2.63057207781047e-09,3.8311921543496e-08,2.79742347815742e-08
-1,CC,GO:0030658,transport vesicle membrane,29/1185,108/14922,3.24212325198977e-09,4.60381501782547e-08,3.36156989811571e-08
-1,CC,GO:0099634,postsynaptic specialization membrane,16/1185,37/14922,5.8844277780241e-09,8.15208531199437e-08,5.95241218110782e-08
-1,CC,GO:0016469,proton-transporting two-sector ATPase complex,17/1185,42/14922,6.68721098060437e-09,9.04365675472211e-08,6.60341134425595e-08
-1,CC,GO:0032589,neuron projection membrane,21/1185,63/14922,7.20705693320111e-09,9.5200193908331e-08,6.95123728685738e-08
-1,CC,GO:0030659,cytoplasmic vesicle membrane,46/1185,237/14922,1.08231611944351e-08,1.39717171782708e-07,1.02017356713097e-07
-1,CC,GO:0043198,dendritic shaft,21/1185,67/14922,2.48744493692582e-08,3.13970827594192e-07,2.2925223512252e-07
-1,CC,GO:0008328,ionotropic glutamate receptor complex,18/1185,52/14922,4.38202091703466e-08,5.41084321929497e-07,3.9508380808047e-07
-1,CC,GO:0031252,cell leading edge,58/1185,350/14922,5.79585542110397e-08,7.00435293444054e-07,5.11437186095176e-07
-1,CC,GO:0098878,neurotransmitter receptor complex,18/1185,53/14922,6.14657807030648e-08,7.27345071652933e-07,5.31085912215077e-07
-1,CC,GO:0005874,microtubule,62/1185,389/14922,8.7906064648517e-08,1.01899274939505e-06,7.44038441923001e-07
-1,CC,GO:0012506,vesicle membrane,47/1185,263/14922,1.07034164242076e-07,1.21590810578998e-06,8.87820225502694e-07
-1,CC,GO:1902710,GABA receptor complex,10/1185,17/14922,1.11434437157789e-07,1.24107373148283e-06,9.06195422913706e-07
-1,CC,GO:0031256,leading edge membrane,30/1185,137/14922,2.61988365933241e-07,2.86171907404002e-06,2.0895428376052e-06
-1,CC,GO:0032590,dendrite membrane,15/1185,43/14922,5.21750526582829e-07,5.59159054903862e-06,4.08281444833435e-06
-1,CC,GO:0033176,proton-transporting V-type ATPase complex,10/1185,20/14922,8.47991553543224e-07,8.91961485949169e-06,6.51283961200838e-06
-1,CC,GO:0005938,cell cortex,44/1185,260/14922,1.28271046608035e-06,1.32469008133388e-05,9.67249614613696e-06
-1,CC,GO:1902711,GABA-A receptor complex,8/1185,15/14922,5.99405520327689e-06,6.0796845633237e-05,4.43920629716371e-05
-1,CC,GO:0032809,neuronal cell body membrane,11/1185,29/14922,6.85955241822511e-06,6.83548381324888e-05,4.99106861086e-05
-1,CC,GO:0060076,excitatory synapse,13/1185,40/14922,7.3836504010619e-06,7.23088522035027e-05,5.27977905266495e-05
-1,CC,GO:0032281,AMPA glutamate receptor complex,11/1185,30/14922,1.00566892965367e-05,9.52033253405476e-05,6.95146593479906e-05
-1,CC,GO:0044298,cell body membrane,11/1185,30/14922,1.00566892965367e-05,9.52033253405476e-05,6.95146593479906e-05
-1,CC,GO:0044433,cytoplasmic vesicle part,60/1185,429/14922,1.12849530997786e-05,0.000105079563289741,7.67259969165272e-05
-1,CC,GO:0031253,cell projection membrane,40/1185,247/14922,1.14934542194477e-05,0.00010529487091365,7.68832081912121e-05
-1,CC,GO:0031594,neuromuscular junction,17/1185,67/14922,1.31671285482894e-05,0.000118713158975053,8.66808462493904e-05
-1,CC,GO:0005891,voltage-gated calcium channel complex,11/1185,31/14922,1.44743286696913e-05,0.00012845966694351,9.37974588134599e-05
-1,CC,GO:0014704,intercalated disc,15/1185,55/14922,1.65314537031179e-05,0.000144459472359553,0.000105480044680623
-1,CC,GO:0034704,calcium channel complex,14/1185,49/14922,1.76403642569159e-05,0.000151814043908004,0.000110850135840907
-1,CC,GO:0033178,proton-transporting two-sector ATPase complex, catalytic domain,7/1185,13/14922,2.19080376623296e-05,0.000183094660242288,0.000133690319005673
-1,CC,GO:0043235,receptor complex,49/1185,335/14922,2.19197832684429e-05,0.000183094660242288,0.000133690319005673
-1,CC,GO:0048787,presynaptic active zone membrane,6/1185,10/14922,3.93463276689034e-05,0.000323894407477349,0.000236498140374492
-1,CC,GO:0030315,T-tubule,15/1185,60/14922,5.06915212686753e-05,0.000411325486865822,0.00030033773503546
-1,CC,GO:0043194,axon initial segment,7/1185,15/14922,7.12721919034423e-05,0.000570177535227538,0.000416326814083858
-1,CC,GO:0034706,sodium channel complex,8/1185,20/14922,8.18232758011754e-05,0.000645494731320383,0.000471321208562326
-1,CC,GO:0044448,cell cortex part,28/1185,164/14922,8.96990419199326e-05,0.00069793227137701,0.000509609553229322
-1,CC,GO:0030673,axolemma,8/1185,21/14922,0.00012300949802374,0.000944181011857899,0.000689413118369185
-1,CC,GO:0005871,kinesin complex,13/1185,51/14922,0.000128395768419963,0.000972045526218006,0.000709758964658811
-1,CC,GO:0030141,secretory granule,38/1185,256/14922,0.000130062429564381,0.000972045526218006,0.000709758964658811
-1,CC,GO:0044291,cell-cell contact zone,16/1185,73/14922,0.00015698426329848,0.00115801378640957,0.000845547501566662
-1,CC,GO:0032838,plasma membrane bounded cell projection cytoplasm,26/1185,153/14922,0.00017054155680346,0.00124189236236365,0.000906793163030541
-1,CC,GO:0005875,microtubule associated complex,24/1185,138/14922,0.000208385105598056,0.00149826253138856,0.00109398709667734
-1,CC,GO:0031201,SNARE complex,12/1185,47/14922,0.00022791157512003,0.00161817218335221,0.00118154158680647
-1,CC,GO:0098802,plasma membrane receptor complex,26/1185,158/14922,0.000289103437420282,0.00202729324018173,0.00148026971206746
-1,CC,GO:0030118,clathrin coat,12/1185,49/14922,0.000347063945607143,0.0024040526964007,0.0017553683513378
-1,CC,GO:0016471,vacuolar proton-transporting V-type ATPase complex,6/1185,14/14922,0.000426003589771465,0.00291530167458063,0.0021286672716545
-1,CC,GO:0099738,cell cortex region,10/1185,37/14922,0.000458885271445752,0.00310293850215699,0.00226567414723843
-1,CC,GO:0033177,proton-transporting two-sector ATPase complex, proton-transporting domain,7/1185,20/14922,0.000602839475767781,0.00402838614395411,0.00294140871148614
-1,CC,GO:0045121,membrane raft,42/1185,319/14922,0.000806444418611776,0.00526506241116654,0.00384439323572946
-1,CC,GO:0098857,membrane microdomain,42/1185,319/14922,0.000806444418611776,0.00526506241116654,0.00384439323572946
-1,CC,GO:0033268,node of Ranvier,6/1185,16/14922,0.00098916675217467,0.00638462176403651,0.00466186244445957
-1,CC,GO:0098563,intrinsic component of synaptic vesicle membrane,8/1185,28/14922,0.00113857751508259,0.00726642728726869,0.00530573082131924
-1,CC,GO:0034707,chloride channel complex,9/1185,35/14922,0.00129700405675166,0.00818553671372158,0.00597683740772109
-1,CC,GO:0098589,membrane region,42/1185,328/14922,0.0014009007586023,0.00874408385589126,0.0063846720519295
-1,CC,GO:0033270,paranode region of axon,6/1185,17/14922,0.00142674775941952,0.00880861660163354,0.00643179195893924
-1,CC,GO:0030131,clathrin adaptor complex,8/1185,29/14922,0.00146423188750133,0.00894283561398662,0.00652979472185087
-1,CC,GO:0001518,voltage-gated sodium channel complex,5/1185,12/14922,0.00154448108236402,0.00933260909343364,0.00681439581692523
-1,CC,GO:0030285,integral component of synaptic vesicle membrane,6/1185,19/14922,0.00272552752913471,0.0162957856478791,0.0118987019000451
-1,CC,GO:0030017,sarcomere,22/1185,148/14922,0.00312261673654552,0.0184754823578943,0.0134902521293743
-1,CC,GO:0055038,recycling endosome membrane,8/1185,33/14922,0.00356539966355244,0.0208778042154411,0.0152443566732465
-1,CC,GO:0005753,mitochondrial proton-transporting ATP synthase complex,6/1185,20/14922,0.00363525098057767,0.0210696179282461,0.0153844133871923
-1,CC,GO:0030667,secretory granule membrane,12/1185,64/14922,0.00409648006130009,0.0235030371193783,0.0171612242865735
-1,CC,GO:0045259,proton-transporting ATP synthase complex,6/1185,21/14922,0.00475224958695281,0.0264856923168296,0.0193390711134745
-1,CC,GO:0030117,membrane coat,16/1185,99/14922,0.00479812931190077,0.0264856923168296,0.0193390711134745
-1,CC,GO:0048475,coated membrane,16/1185,99/14922,0.00479812931190077,0.0264856923168296,0.0193390711134745
-1,CC,GO:0042383,sarcolemma,21/1185,144/14922,0.00480286321942508,0.0264856923168296,0.0193390711134745
-1,CC,GO:1990752,microtubule end,7/1185,28/14922,0.00525597668554499,0.0286831297328588,0.0209435750829251
-1,CC,GO:0030018,Z disc,16/1185,100/14922,0.00530233912315172,0.0286831297328588,0.0209435750829251
-1,CC,GO:0005905,clathrin-coated pit,11/1185,58/14922,0.00536605183016221,0.0287539381087937,0.0209952772699495
-1,CC,GO:0044224,juxtaparanode region of axon,4/1185,10/14922,0.00563002060786013,0.0298864645351828,0.0218222146531913
-1,CC,GO:0060077,inhibitory synapse,6/1185,22/14922,0.00610231230258549,0.0320936424802644,0.0234338308695778
-1,CC,GO:0044455,mitochondrial membrane part,27/1185,205/14922,0.00638143904105415,0.0332537373882455,0.0242808979447159
-1,CC,GO:0031225,anchored component of membrane,17/1185,111/14922,0.00647694315836519,0.0333830702954375,0.0243753330177953
-1,CC,GO:0098791,Golgi subcompartment,45/1185,388/14922,0.00652380423027035,0.0333830702954375,0.0243753330177953
-1,CC,GO:0016528,sarcoplasm,12/1185,68/14922,0.00678091121010249,0.034388906851234,0.0251097651953043
-1,CC,GO:0005802,trans-Golgi network,24/1185,178/14922,0.00733866818064947,0.0368881728018486,0.0269346554557605
-1,CC,GO:0030125,clathrin vesicle coat,6/1185,23/14922,0.00771120543904936,0.0384207428892986,0.0280536929176865
-1,CC,GO:0019867,outer membrane,23/1185,170/14922,0.00821177141269593,0.0402093634690628,0.0293596908947568
-1,CC,GO:0031968,organelle outer membrane,23/1185,170/14922,0.00821177141269593,0.0402093634690628,0.0293596908947568
-1,CC,GO:0032591,dendritic spine membrane,4/1185,11/14922,0.00829648942648324,0.0402769743097648,0.029409058335892
-1,CC,GO:0044449,contractile fiber part,22/1185,162/14922,0.00918867700508401,0.0442302418549807,0.0322956176628287
-1,CC,GO:0030863,cortical cytoskeleton,16/1185,106/14922,0.00930317477721091,0.0444050695248387,0.0324232716693596
-1,CC,GO:0030665,clathrin-coated vesicle membrane,7/1185,31/14922,0.0094758852184489,0.0447152480323275,0.0326497548642273
-1,CC,GO:0016323,basolateral plasma membrane,24/1185,182/14922,0.00959373111813517,0.0447152480323275,0.0326497548642273
-1,CC,GO:0097440,apical dendrite,6/1185,24/14922,0.0096043314435633,0.0447152480323275,0.0326497548642273
-1,CC,GO:0031674,I band,16/1185,107/14922,0.0101572608192214,0.0469050743521769,0.0342487014358
-1,CC,GO:0001917,photoreceptor inner segment,8/1185,39/14922,0.0103467307521144,0.0473947021548465,0.0346062132116559
-1,CC,GO:0030132,clathrin coat of coated pit,5/1185,18/14922,0.0111914740213722,0.0504504543185666,0.0368374332867221
-1,CC,GO:0031045,dense core granule,5/1185,18/14922,0.0111914740213722,0.0504504543185666,0.0368374332867221
-1,CC,GO:0030122,AP-2 adaptor complex,4/1185,12/14922,0.0116724935985428,0.0520682598242148,0.0380187071362873
-1,CC,GO:0005868,cytoplasmic dynein complex,6/1185,25/14922,0.01180640411931,0.0520682598242148,0.0380187071362873
-1,CC,GO:0005741,mitochondrial outer membrane,21/1185,156/14922,0.0118253618262741,0.0520682598242148,0.0380187071362873
-1,CC,GO:0030119,AP-type membrane coat adaptor complex,9/1185,48/14922,0.0121631101106415,0.0528479750073344,0.0385880321588023
-1,CC,GO:0030175,filopodium,13/1185,82/14922,0.0121885294471141,0.0528479750073344,0.0385880321588023
-1,CC,GO:0030136,clathrin-coated vesicle,14/1185,92/14922,0.0134620371443484,0.0579275537726508,0.0422969907087183
-1,CC,GO:0030016,myofibril,22/1185,168/14922,0.0137657892240692,0.0587892351824912,0.0429261650517078
-1,CC,GO:0090723,growth cone part,5/1185,19/14922,0.0142150263400284,0.0602547385159413,0.0439962323485561
-1,CC,GO:0098800,inner mitochondrial membrane protein complex,18/1185,131/14922,0.0154933175829389,0.0632691512430715,0.0461972675866756
-1,CC,GO:0030128,clathrin coat of endocytic vesicle,4/1185,13/14922,0.0158172878107679,0.0632691512430715,0.0461972675866756
-1,CC,GO:0035253,ciliary rootlet,4/1185,13/14922,0.0158172878107679,0.0632691512430715,0.0461972675866756
-1,CC,GO:0043196,varicosity,4/1185,13/14922,0.0158172878107679,0.0632691512430715,0.0461972675866756
-1,CC,GO:0098936,intrinsic component of postsynaptic membrane,4/1185,13/14922,0.0158172878107679,0.0632691512430715,0.0461972675866756
-1,CC,GO:0099055,integral component of postsynaptic membrane,4/1185,13/14922,0.0158172878107679,0.0632691512430715,0.0461972675866756
-1,CC,GO:0099240,intrinsic component of synaptic membrane,4/1185,13/14922,0.0158172878107679,0.0632691512430715,0.0461972675866756
-1,CC,GO:0099699,integral component of synaptic membrane,4/1185,13/14922,0.0158172878107679,0.0632691512430715,0.0461972675866756
-1,CC,GO:0005912,adherens junction,32/1185,272/14922,0.0161952560556923,0.0643280100673653,0.0469704150603075
-1,CC,GO:0043292,contractile fiber,23/1185,181/14922,0.0167287577670137,0.0659856556365539,0.0481807789488551
-1,MF,GO:0022836,gated channel activity,64/1171,254/14663,4.4249699137152e-17,3.7567994567442e-14,3.17666261174081e-14
-1,MF,GO:0022839,ion gated channel activity,63/1171,251/14663,9.601314131861e-17,4.075757848975e-14,3.44636644101537e-14
-1,MF,GO:0022890,inorganic cation transmembrane transporter activity,90/1171,454/14663,3.0454060842293e-16,8.61849921836891e-14,7.2876033313838e-14
-1,MF,GO:0044325,ion channel binding,39/1171,120/14663,8.43643054903217e-15,1.79063238403208e-12,1.51411727222104e-12
-1,MF,GO:0008324,cation transmembrane transporter activity,91/1171,497/14663,3.24415486460498e-14,5.50857496009925e-12,4.65792340560125e-12
-1,MF,GO:0005216,ion channel activity,68/1171,323/14663,7.41551946232778e-14,1.04929600391938e-11,8.87260398825886e-12
-1,MF,GO:0022838,substrate-specific channel activity,68/1171,327/14663,1.38427656381993e-13,1.67892971811875e-11,1.41966408500029e-11
-1,MF,GO:0015267,channel activity,69/1171,344/14663,5.65469208292517e-13,5.33425953155941e-11,4.51052631643856e-11
-1,MF,GO:0022803,passive transmembrane transporter activity,69/1171,344/14663,5.65469208292517e-13,5.33425953155941e-11,4.51052631643856e-11
-1,MF,GO:0015077,monovalent inorganic cation transmembrane transporter activity,60/1171,282/14663,1.39577283441019e-12,1.18501113641425e-10,1.00201797165026e-10
-1,MF,GO:0005261,cation channel activity,55/1171,252/14663,4.19322340105057e-12,3.2364060613563e-10,2.73663000910669e-10
-1,MF,GO:0046873,metal ion transmembrane transporter activity,67/1171,346/14663,6.67248581334158e-12,4.72078371293917e-10,3.99178537254294e-10
-1,MF,GO:0005516,calmodulin binding,41/1171,166/14663,4.03818499188569e-11,2.63724542931612e-09,2.22999365543809e-09
-1,MF,GO:0022843,voltage-gated cation channel activity,33/1171,121/14663,1.9870694554024e-10,1.20501569116902e-08,1.01893335983792e-08
-1,MF,GO:0005244,voltage-gated ion channel activity,38/1171,159/14663,5.80385680375563e-10,3.07967151649283e-08,2.60409890800088e-08
-1,MF,GO:0022832,voltage-gated channel activity,38/1171,159/14663,5.80385680375563e-10,3.07967151649283e-08,2.60409890800088e-08
-1,MF,GO:0098960,postsynaptic neurotransmitter receptor activity,16/1171,34/14663,1.37332882222391e-09,6.85856570628296e-08,5.79944431428303e-08
