ensemblID,Symbol,EntrezID,logFC
ENSMUSG00000030605,Mfge8,17304,-0.477799889187409
ENSMUSG00000042298,Ttc19,72795,-0.477529297399284
ENSMUSG00000024378,Stard4,170459,-0.477237188819984
ENSMUSG00000039470,Zdhhc2,70546,-0.476946597587947
ENSMUSG00000006373,Pgrmc1,53328,-0.476694921464748
ENSMUSG00000019210,Atp6v1e1,11973,-0.476214301885478
ENSMUSG00000026204,Ptprn,19275,-0.47619533222394
ENSMUSG00000054814,Usp46,69727,-0.475419062857754
ENSMUSG00000041096,Tspyl2,52808,-0.475357055676487
ENSMUSG00000045348,Nyap1,243300,-0.475115784282222
ENSMUSG00000030718,Ppme1,72590,-0.474314500313168
ENSMUSG00000039633,Lonrf1,244421,-0.474188280618532
ENSMUSG00000032294,Pkm,18746,-0.472778537253403
ENSMUSG00000062232,Rapgef2,76089,-0.472704300822295
ENSMUSG00000001175,Calm1,12313,-0.472155191825704
ENSMUSG00000020230,Prmt2,15468,-0.471489418966006
ENSMUSG00000027394,Ttl,69737,-0.470781297374543
ENSMUSG00000056211,R3hdm1,226412,-0.470189790847753
ENSMUSG00000005469,Prkaca,18747,-0.469631856917483
ENSMUSG00000018736,Ndel1,83431,-0.469205501320351
ENSMUSG00000004933,Matk,17179,-0.468438865471804
ENSMUSG00000086370,Ftx,NA,-0.468193899153193
ENSMUSG00000024122,Pdpk1,18607,-0.468077917144522
ENSMUSG00000097391,Mirg,NA,-0.468076858673318
ENSMUSG00000031007,Atp6ap2,70495,-0.467373766569714
ENSMUSG00000037032,Apbb1,11785,-0.466701658042784
ENSMUSG00000058761,Rnf169,108937,-0.466632538457238
ENSMUSG00000044835,Ankrd45,73844,-0.466502008724298
ENSMUSG00000053046,Brsk2,75770,-0.465639957819945
ENSMUSG00000044629,Cnrip1,380686,-0.464977157534446
ENSMUSG00000108993,Gm44846,NA,-0.464622799975864
ENSMUSG00000033730,Egr3,13655,-0.464608092518241
ENSMUSG00000062933,Gm10123,NA,-0.464050824507307
ENSMUSG00000021196,Pfkp,56421,-0.463678565230092
ENSMUSG00000003949,Hlf,217082,-0.463659303335143
ENSMUSG00000061576,Dpp6,13483,-0.463065762958043
ENSMUSG00000024966,Stip1,20867,-0.463039637078221
ENSMUSG00000028833,Ncdn,26562,-0.460226141526616
ENSMUSG00000031231,Cox7b,66142,-0.46006079699822
ENSMUSG00000055745,Rtl6,223732,-0.460037899963008
ENSMUSG00000000826,Dnajc5,13002,-0.459906156199804
ENSMUSG00000057738,Sptan1,20740,-0.45964608422493
ENSMUSG00000022199,Slc22a17,59049,-0.459390573550765
ENSMUSG00000063229,Ldha,16828,-0.459005241574889
ENSMUSG00000028246,Faxc,76132,-0.458198581664589
ENSMUSG00000039697,Ncoa7,211329,-0.457925521211144
ENSMUSG00000041037,Irgq,210146,-0.457836272234675
ENSMUSG00000020435,Osbp2,74309,-0.457581245224241
ENSMUSG00000001985,Grik3,14807,-0.457273212939949
ENSMUSG00000031703,Itfg1,71927,-0.457078253997178
ENSMUSG00000019795,Pcmt1,18537,-0.456708193084966
ENSMUSG00000037887,Dusp8,18218,-0.456413739270791
ENSMUSG00000062444,Ap3b2,11775,-0.456224092479461
ENSMUSG00000034636,Zyg11b,414872,-0.45575795715697
ENSMUSG00000045045,Lrfn4,225875,-0.454774556162541
ENSMUSG00000032279,Idh3a,67834,-0.454629307145
ENSMUSG00000039347,Atp6v0e2,76252,-0.454504700915366
ENSMUSG00000029405,G3bp2,23881,-0.453637730783091
ENSMUSG00000048279,Sacs,50720,-0.453621070568673
ENSMUSG00000050144,Slc25a44,229517,-0.453517492389225
ENSMUSG00000042066,Tmcc2,68875,-0.453450424626898
ENSMUSG00000051177,Plcb1,18795,-0.45335742532616
ENSMUSG00000042807,Hecw2,329152,-0.453246980751625
ENSMUSG00000044465,Fam160a2,74349,-0.453219434780417
ENSMUSG00000036377,C530008M17Rik,320827,-0.452525616026746
ENSMUSG00000020015,Cdk17,237459,-0.452512388839742
ENSMUSG00000006675,P4htm,74443,-0.452478040463628
ENSMUSG00000033578,Tmem35a,67564,-0.452214333289256
ENSMUSG00000063524,Eno1,13806,-0.452119657910068
ENSMUSG00000036882,Arhgap33,233071,-0.452030114126398
ENSMUSG00000038141,Tmem181a,77106,-0.452023631944373
ENSMUSG00000025151,Maged1,94275,-0.451977042272465
ENSMUSG00000038034,Igsf8,140559,-0.451526277395788
ENSMUSG00000053550,Shisa7,232813,-0.450838102109988
ENSMUSG00000058799,Nap1l1,53605,-0.449989989195781
ENSMUSG00000019877,Serinc1,56442,-0.449785848311681
ENSMUSG00000022658,Tagln3,56370,-0.449534060023221
ENSMUSG00000066392,Nrxn3,18191,-0.44913253279438
ENSMUSG00000049550,Clip1,56430,-0.448559598778007
ENSMUSG00000033565,Rbfox2,93686,-0.448477203303141
ENSMUSG00000025189,Cnnm1,83674,-0.448193514502279
ENSMUSG00000071723,Gspt2,14853,-0.448183239917916
ENSMUSG00000024462,Gabbr1,54393,-0.44766217362075
ENSMUSG00000047787,Flrt1,396184,-0.447485288544131
ENSMUSG00000024502,Jakmip2,76217,-0.447472353904158
ENSMUSG00000008604,Ubqln4,94232,-0.447332711472416
ENSMUSG00000035596,Mboat7,77582,-0.447217320702558
ENSMUSG00000022601,Zbtb11,271377,-0.446663723129676
ENSMUSG00000020886,Dlg4,13385,-0.446132198983921
ENSMUSG00000073557,Ppp1r12b,329251,-0.446043434892195
ENSMUSG00000026782,Abi2,329165,-0.445967013897951
ENSMUSG00000020894,Vamp2,22318,-0.445948585588097
ENSMUSG00000024277,Mapre2,212307,-0.445791034874195
ENSMUSG00000061887,Ssbp3,72475,-0.445692650253486
ENSMUSG00000026667,Uhmk1,16589,-0.445467953176957
ENSMUSG00000061118,Dnajc30,66114,-0.44541935163174
ENSMUSG00000022016,Akap11,219181,-0.444833890781476
ENSMUSG00000057378,Ryr3,20192,-0.444237311385328
ENSMUSG00000064345,mt-Nd2,17717,-0.444207800280889
ENSMUSG00000022789,Dnm1l,74006,-0.444136294853277
ENSMUSG00000025393,Atp5b,11947,-0.443173664407233
ENSMUSG00000064341,mt-Nd1,17716,-0.442982513197766
ENSMUSG00000018509,Cenpv,73139,-0.442805807113656
ENSMUSG00000048307,Ankrd46,68839,-0.442716665191414
ENSMUSG00000093930,Hmgcs1,208715,-0.442244953118076
ENSMUSG00000036054,Sugp2,234373,-0.441908573518494
ENSMUSG00000035847,Ids,15931,-0.441823355461499
ENSMUSG00000051890,Klhdc1,271005,-0.440812731911401
ENSMUSG00000031227,Magee1,107528,-0.440556642544805
ENSMUSG00000062580,Timm17a,21854,-0.440524856433594
ENSMUSG00000055116,Arntl,11865,-0.440136554165026
ENSMUSG00000029500,Pgam5,72542,-0.439521277549412
ENSMUSG00000026158,Ogfrl1,70155,-0.439456446496541
ENSMUSG00000078670,Fam174b,100038347,-0.439218172701668
ENSMUSG00000032705,Exd2,97827,-0.43915377683155
ENSMUSG00000053693,Mast1,56527,-0.438595235546604
ENSMUSG00000041923,Nol4,319211,-0.438369384828514
ENSMUSG00000037536,Fbxo34,78938,-0.438157221064945
ENSMUSG00000074785,Plxnc1,54712,-0.437231427788328
ENSMUSG00000021930,Spryd7,66674,-0.43676572532933
ENSMUSG00000049092,Gpr137c,70713,-0.436527534140903
ENSMUSG00000037905,Bri3bp,76809,-0.435966965579427
ENSMUSG00000064370,mt-Cytb,17711,-0.435651086481754
ENSMUSG00000032244,Fem1b,14155,-0.434819865497442
ENSMUSG00000037316,Bag4,67384,-0.434354740461764
ENSMUSG00000039611,Tmem246,67063,-0.434146480769044
ENSMUSG00000031066,Usp11,236733,-0.434106040424022
ENSMUSG00000021687,Scamp1,107767,-0.434072539211641
ENSMUSG00000030058,Copg1,54161,-0.433986959377744
ENSMUSG00000042156,Dzip1,66573,-0.433513398994559
ENSMUSG00000019179,Mdh2,17448,-0.433217623201764
ENSMUSG00000040187,Arntl2,272322,-0.433091822978948
ENSMUSG00000021124,Vti1b,53612,-0.432984753716469
ENSMUSG00000022075,Rhobtb2,246710,-0.432970175934322
ENSMUSG00000022905,Kpna1,16646,-0.4328168594048
ENSMUSG00000064061,Dzip3,224170,-0.432699731203222
ENSMUSG00000028132,Tmem56,99887,-0.432351945760576
ENSMUSG00000094483,Purb,19291,-0.431126781996638
ENSMUSG00000034211,Mrps17,66258,-0.431126496581398
ENSMUSG00000029270,Fam69a,67266,-0.430665992069549
ENSMUSG00000027091,Zc3h15,69082,-0.430656778423264
ENSMUSG00000028161,Ppp3ca,19055,-0.42997648223107
ENSMUSG00000028986,Klhl7,52323,-0.429606276166242
ENSMUSG00000069237,Fam8a1,97863,-0.429298478476503
ENSMUSG00000031791,Tmem38a,74166,-0.429136186940517
ENSMUSG00000038949,Cnst,226744,-0.428514104029877
ENSMUSG00000004110,Cacna1e,12290,-0.428393805240076
ENSMUSG00000029020,Mfn2,170731,-0.428312694770156
ENSMUSG00000089862,Umad1,100036521,-0.428181367192272
ENSMUSG00000107512,Gm44433,NA,-0.427680291466931
ENSMUSG00000059995,Atxn7l3,217218,-0.426626837107599
ENSMUSG00000032850,Rnft2,269695,-0.426174214511191
ENSMUSG00000016541,Atxn10,54138,-0.425364566567926
ENSMUSG00000015291,Gdi1,14567,-0.425142464994906
ENSMUSG00000003346,Abhd17a,216169,-0.424953219210468
ENSMUSG00000042873,Lhfpl4,269788,-0.424591351160536
ENSMUSG00000047514,Tspyl1,22110,-0.424369874790749
ENSMUSG00000026360,Rgs2,19735,-0.423878941722011
ENSMUSG00000022010,Tsc22d1,21807,-0.423403614549817
ENSMUSG00000032252,Glce,93683,-0.422288756178559
ENSMUSG00000075703,Selenoi,28042,-0.42228812150342
ENSMUSG00000037341,Slc9a7,236727,-0.422255237760812
ENSMUSG00000049176,Frmpd4,333605,-0.42041080035212
ENSMUSG00000021597,Slf1,105377,-0.420387365691263
ENSMUSG00000026587,Astn1,11899,-0.419887149297726
ENSMUSG00000071528,Usmg5,66477,-0.419731999815535
ENSMUSG00000097164,Cep83os,NA,-0.419373947356652
ENSMUSG00000061032,Rrp1,18114,-0.419288920081275
ENSMUSG00000054640,Slc8a1,20541,-0.419106611929155
ENSMUSG00000001467,Cyp51,13121,-0.419023675703244
ENSMUSG00000020993,Trappc6b,78232,-0.418868436118667
ENSMUSG00000033793,Atp6v1h,108664,-0.418336961643252
ENSMUSG00000079508,Apoo,68316,-0.418160807257763
ENSMUSG00000003974,Grm3,108069,-0.417215282521762
ENSMUSG00000025630,Hprt,15452,-0.414133486324239
ENSMUSG00000036188,Ankmy2,217473,-0.412617678616112
ENSMUSG00000028020,Glrb,14658,-0.412318857985145
ENSMUSG00000026643,Nmt2,18108,-0.412198663558856
ENSMUSG00000023832,Acat2,110460,-0.412172610309836
ENSMUSG00000033342,Plppr5,75769,-0.412046498397114
ENSMUSG00000046798,Cldn12,64945,-0.411527813689686
ENSMUSG00000020978,Klhdc2,69554,-0.411330341800884
ENSMUSG00000031604,Msmo1,66234,-0.411277010571691
ENSMUSG00000025104,Hdgfl3,29877,-0.41074437142805
ENSMUSG00000034557,Zfyve9,230597,-0.410659745216616
ENSMUSG00000031865,Dctn1,13191,-0.410643534206286
ENSMUSG00000056820,Tsnax,53424,-0.410618917834912
ENSMUSG00000021901,Bap1,104416,-0.410133667529412
ENSMUSG00000026080,Chst10,98388,-0.408827089158284
ENSMUSG00000043542,Zc2hc1a,67306,-0.407717239069784
ENSMUSG00000049354,Dcaf7,71833,-0.40738632268779
ENSMUSG00000021276,Cinp,67236,-0.405974890974901
ENSMUSG00000029291,Rufy3,52822,-0.405713915053202
ENSMUSG00000048920,Fkrp,243853,-0.405020466986341
ENSMUSG00000034647,Ankrd12,106585,-0.403857491716926
ENSMUSG00000025968,Ndufs1,227197,-0.403292881296542
ENSMUSG00000022110,Sucla2,20916,-0.403181068610603
ENSMUSG00000002768,Mea1,17256,-0.40270707470206
ENSMUSG00000018395,Kif3a,16568,-0.402438513005912
ENSMUSG00000027221,Chst1,76969,-0.40225699896067
ENSMUSG00000032267,Usp28,235323,-0.402055352159933
ENSMUSG00000073678,Pgap1,241062,-0.401908482900627
ENSMUSG00000057914,Cacnb2,12296,-0.401902050525332
ENSMUSG00000024767,Otub1,107260,-0.401603780228227
ENSMUSG00000001525,Tubb5,22154,-0.401595433295373
ENSMUSG00000024851,Pitpnm1,18739,-0.40103127132881
ENSMUSG00000026123,Plekhb2,226971,-0.400283527977647
ENSMUSG00000068739,Sars,20226,-0.399847691116312
ENSMUSG00000021027,Ralgapa1,56784,-0.399828556522459
ENSMUSG00000029121,Crmp1,12933,-0.397666545537865
ENSMUSG00000032328,Tmem30a,69981,-0.397294258471349
ENSMUSG00000037236,Matr3,17184,-0.397222582044959
ENSMUSG00000031558,Slit2,20563,-0.397035439223958
ENSMUSG00000060681,Slc9a6,236794,-0.39689053559076
ENSMUSG00000026260,Ndufa10,67273,-0.396824741580061
ENSMUSG00000044636,Csrnp2,207785,-0.396793025780166
ENSMUSG00000035936,Aldh5a1,214579,-0.395911588523104
ENSMUSG00000031691,Tnpo2,212999,-0.395635466686127
ENSMUSG00000037351,Actr1b,226977,-0.394884457937304
ENSMUSG00000003500,Impdh1,23917,-0.394554095136557
ENSMUSG00000097736,9530059O14Rik,NA,-0.394241129032694
ENSMUSG00000048264,Dip2c,208440,-0.393833603669969
ENSMUSG00000042302,Ehbp1,216565,-0.393760418705071
ENSMUSG00000025237,Parp6,67287,-0.393396587670975
ENSMUSG00000025909,Sntg1,71096,-0.392928199896783
ENSMUSG00000031202,Rab39b,67790,-0.39182222059453
ENSMUSG00000022629,Kif21a,16564,-0.391424059635977
ENSMUSG00000027406,Idh3b,170718,-0.391238845964478
ENSMUSG00000030207,Fam234b,74525,-0.391195315536593
ENSMUSG00000054942,Miga1,215708,-0.390991644747126
ENSMUSG00000033569,Adgrb3,210933,-0.390964128001964
ENSMUSG00000036427,Gpi1,14751,-0.390458475426964
ENSMUSG00000059316,Slc27a4,26569,-0.390424148341097
ENSMUSG00000025428,Atp5a1,11946,-0.390369334529301
ENSMUSG00000042363,Lgalsl,216551,-0.390018140542687
ENSMUSG00000050947,Amigo1,229715,-0.389405860864216
ENSMUSG00000068039,Tcp1,21454,-0.389162457169633
ENSMUSG00000030279,C2cd5,74741,-0.389123742405838
ENSMUSG00000060657,Marf1,223989,-0.388725469126644
ENSMUSG00000063063,Ctnna2,12386,-0.388258717592401
ENSMUSG00000013033,Adgrl1,330814,-0.387638998696903
ENSMUSG00000078902,Gm14443,NA,-0.387526106808437
ENSMUSG00000063160,Numbl,18223,-0.386681051526112
ENSMUSG00000038619,Ensa,56205,-0.386214798328222
ENSMUSG00000026571,Dcaf6,74106,-0.386106626749037
ENSMUSG00000051674,Dcun1d4,100737,-0.385112724969965
ENSMUSG00000019699,Akt3,23797,-0.385035029834793
ENSMUSG00000018040,Rrp7a,74778,-0.38446268195673
ENSMUSG00000037428,Vgf,381677,-0.384359059772266
ENSMUSG00000040591,1110051M20Rik,228356,-0.384154215876074
ENSMUSG00000049100,Pcdh10,18526,-0.383510536519106
ENSMUSG00000049091,Sephs2,20768,-0.383062484631741
ENSMUSG00000038602,Slc35f1,215085,-0.382954403786178
ENSMUSG00000071649,B3gat3,72727,-0.382798968047085
ENSMUSG00000024163,Mapk8ip3,30957,-0.382781252382566
ENSMUSG00000032839,Trpc1,22063,-0.382632701494137
ENSMUSG00000069601,Ank3,11735,-0.38249927836271
ENSMUSG00000027603,Ggt7,207182,-0.381503810441655
ENSMUSG00000062604,Srpk2,20817,-0.380866094118277
ENSMUSG00000074909,Ranbp6,240614,-0.380408945249452
ENSMUSG00000040455,Usp45,77593,-0.380351770481433
ENSMUSG00000026277,Stk25,59041,-0.380294893280471
ENSMUSG00000048076,Arf1,11840,-0.379749193539636
ENSMUSG00000031161,Hdac6,15185,-0.379518512643669
ENSMUSG00000031442,Mcf2l,17207,-0.378748521346722
ENSMUSG00000033423,Eri3,140546,-0.378202280106468
ENSMUSG00000030515,Tarsl2,272396,-0.378127095015454
ENSMUSG00000023068,Nus1,52014,-0.377299845898007
ENSMUSG00000074505,Fat3,270120,-0.377230880783872
ENSMUSG00000025512,Chid1,68038,-0.376274245413448
ENSMUSG00000020248,Nfyb,18045,-0.376120846369318
ENSMUSG00000058793,Cds2,110911,-0.375906955722256
ENSMUSG00000022956,Atp5o,28080,-0.375116372728946
ENSMUSG00000030313,Dennd5b,320560,-0.374919122084904
ENSMUSG00000100252,Mir124-2hg,NA,-0.373546517729147
ENSMUSG00000083012,Fam220a,67238,-0.373533071060388
ENSMUSG00000029430,Ran,19384,-0.373098131989712
ENSMUSG00000027823,Gmps,229363,-0.372139599084278
ENSMUSG00000033981,Gria2,14800,-0.371980317933867
ENSMUSG00000018547,Pip4k2b,108083,-0.371686448130725
ENSMUSG00000047221,Fam185a,330050,-0.370646756883494
ENSMUSG00000021096,Ppm1a,19042,-0.370152572282034
ENSMUSG00000036641,Ccdc148,227933,-0.370107376582127
ENSMUSG00000067242,Lgi1,56839,-0.369837442929669
ENSMUSG00000040022,Rab11fip2,74998,-0.369026314598737
ENSMUSG00000050856,Atp5k,11958,-0.36901474492204
ENSMUSG00000022201,Zfr,22763,-0.36822572022465
ENSMUSG00000001380,Hars,15115,-0.367249806927028
ENSMUSG00000036819,Jmjd4,194952,-0.36717068184434
ENSMUSG00000021395,Spin1,20729,-0.366928397203199
ENSMUSG00000029559,2210016L21Rik,72357,-0.366794908929442
ENSMUSG00000059974,Ntm,235106,-0.366459843960101
ENSMUSG00000038429,Usp5,22225,-0.366188245908435
ENSMUSG00000096188,Cmtm4,97487,-0.365849045319646
ENSMUSG00000030302,Atp2b2,11941,-0.365044061164733
ENSMUSG00000026764,Kif5c,16574,-0.364529851854989
ENSMUSG00000046329,Slc25a23,66972,-0.364293783441444
ENSMUSG00000089872,Rps6kc1,320119,-0.36417341559894
ENSMUSG00000024259,Slc25a46,67453,-0.363200715995643
ENSMUSG00000026811,St6galnac6,50935,-0.363020034200353
ENSMUSG00000036257,Pnpla8,67452,-0.362910738849272
ENSMUSG00000031539,Ap3m2,64933,-0.362563315226255
ENSMUSG00000029419,Ajm1,381353,-0.362444031966167
ENSMUSG00000037605,Adgrl3,319387,-0.362022321252892
ENSMUSG00000036751,Cox6b1,110323,-0.361672398903099
ENSMUSG00000034730,Adgrb1,107831,-0.361438015354468
ENSMUSG00000041720,Pi4ka,224020,-0.361386113142627
ENSMUSG00000089682,Bcl2l2,12050,-0.361216430022127
ENSMUSG00000040652,Oaz2,18247,-0.361176183972154
ENSMUSG00000021140,Pcnx,54604,-0.361095195276659
ENSMUSG00000002341,Ncan,13004,-0.359668934964982
ENSMUSG00000014602,Kif1a,16560,-0.359329419731818
ENSMUSG00000042700,Sipa1l1,217692,-0.357976310346502
ENSMUSG00000020745,Pafah1b1,18472,-0.35728580987007
ENSMUSG00000043909,Trp53bp1,27223,-0.356055602934989
ENSMUSG00000032435,Dync1li1,235661,-0.355905342412443
ENSMUSG00000030682,Cdipt,52858,-0.355042557857182
ENSMUSG00000022389,Tef,21685,-0.35443884437599
ENSMUSG00000074165,Zfp788,67607,-0.353644448995138
ENSMUSG00000047013,Fbxo41,330369,-0.353596527191563
ENSMUSG00000096929,A330023F24Rik,NA,-0.353404296546293
ENSMUSG00000039585,Myo9a,270163,-0.352783637744186
ENSMUSG00000036104,Rab3gap1,226407,-0.352698763242289
ENSMUSG00000004071,Cdip1,66626,-0.352485209306953
ENSMUSG00000031012,Cask,12361,-0.351791404449993
ENSMUSG00000031633,Slc25a4,11739,-0.351376014889904
ENSMUSG00000027035,Cers6,241447,-0.351347493156504
ENSMUSG00000030884,Uqcrc2,67003,-0.351249480686853
ENSMUSG00000000056,Narf,67608,-0.350991775253929
ENSMUSG00000035203,Epn1,13854,-0.350363900228281
ENSMUSG00000041570,Camsap2,67886,-0.349587076130734
ENSMUSG00000027189,Trim44,80985,-0.349352185123137
ENSMUSG00000000881,Dlg3,53310,-0.347823170537015
ENSMUSG00000020124,Usp15,14479,-0.347502509718201
ENSMUSG00000028811,Yars,107271,-0.346943115007526
ENSMUSG00000038552,Fndc4,64339,-0.346369122224994
ENSMUSG00000053580,Tanc2,77097,-0.346096254855365
ENSMUSG00000029152,Ociad1,68095,-0.345922020605165
ENSMUSG00000006476,Nsmf,56876,-0.345738028254363
ENSMUSG00000033065,Pfkm,18642,-0.345194852443074
ENSMUSG00000061689,Dlgap4,228836,-0.345054198385942
ENSMUSG00000060279,Ap2a1,11771,-0.345002549286682
ENSMUSG00000037710,Cisd1,52637,-0.344812071493481
ENSMUSG00000015290,Ubl4a,27643,-0.344397628672113
ENSMUSG00000027201,Myef2,17876,-0.343865173812778
ENSMUSG00000072704,Smim10l1,381820,-0.343216377711491
ENSMUSG00000001173,Ocrl,320634,-0.343123299325942
ENSMUSG00000021400,Wrnip1,78903,-0.342298607941344
ENSMUSG00000067194,Eif1ax,66235,-0.342089535621458
ENSMUSG00000033161,Atp1a1,11928,-0.341441957943144
ENSMUSG00000046876,Atxn1,20238,-0.341088550416185
ENSMUSG00000015087,Rabl6,227624,-0.340931533555365
ENSMUSG00000021748,Pdhb,68263,-0.340425914003128
ENSMUSG00000037916,Ndufv1,17995,-0.340276018310935
ENSMUSG00000071064,Zfp827,622675,-0.340024621666471
ENSMUSG00000049606,Zfp644,52397,-0.33998444960096
ENSMUSG00000026755,Arpc5l,74192,-0.339494080993894
ENSMUSG00000031818,Cox4i1,12857,-0.339230063848991
ENSMUSG00000046138,9930021J03Rik,240613,-0.33921973731277
ENSMUSG00000021520,Uqcrb,67530,-0.337975037424944
ENSMUSG00000022526,Zfp251,71591,-0.336132931478977
ENSMUSG00000032468,Armc8,74125,-0.335884609214585
ENSMUSG00000036333,Kidins220,77480,-0.334490218018931
ENSMUSG00000027104,Atf2,11909,-0.334371675318088
ENSMUSG00000020114,Cand1,71902,-0.333071602858374
ENSMUSG00000038664,Herc1,235439,-0.333008463157574
ENSMUSG00000026181,Ppm1f,68606,-0.331556344928373
ENSMUSG00000009630,Ppp2cb,19053,-0.331379586272782
ENSMUSG00000062270,Morf4l1,21761,-0.330949385888335
ENSMUSG00000022812,Gsk3b,56637,-0.330911345497865
ENSMUSG00000015961,Adss,11566,-0.330099109973623
ENSMUSG00000031333,Abcb7,11306,-0.329275649629299
ENSMUSG00000033430,Terf2ip,57321,-0.328931271043005
ENSMUSG00000026511,Srp9,27058,-0.32892000455925
ENSMUSG00000051166,Eml5,319670,-0.327822734443509
ENSMUSG00000034566,Atp5h,71679,-0.327654308377631
ENSMUSG00000022884,Eif4a2,13682,-0.326423492981408
ENSMUSG00000031302,Nlgn3,245537,-0.32610857926431
ENSMUSG00000057181,5730455P16Rik,70591,-0.326074662709443
ENSMUSG00000024213,Nudt3,56409,-0.325311932689502
ENSMUSG00000089715,Cbx6,494448,-0.32523305959112
ENSMUSG00000022023,Wbp4,22380,-0.324988678109712
ENSMUSG00000022800,Fyttd1,69823,-0.324877246226451
ENSMUSG00000033186,Mzt1,76789,-0.324227341319142
ENSMUSG00000025437,Usp33,170822,-0.323411246466587
ENSMUSG00000034152,Exoc3,211446,-0.323281800065458
ENSMUSG00000023944,Hsp90ab1,15516,-0.323077701728533
ENSMUSG00000062044,Lmtk3,381983,-0.322781061768329
ENSMUSG00000029064,Gnb1,14688,-0.320685060546262
ENSMUSG00000042208,0610010F05Rik,71675,-0.319917512592982
ENSMUSG00000053838,Nudcd3,209586,-0.317879574805478
ENSMUSG00000031166,Wdr13,73447,-0.317606821659342
ENSMUSG00000025220,Mgea5,76055,-0.316975749060417
ENSMUSG00000001472,Tcf25,66855,-0.316655490280942
ENSMUSG00000022400,Rbx1,56438,-0.315533178049669
ENSMUSG00000024120,Lrpprc,72416,-0.315374419730027
ENSMUSG00000031701,Dnaja2,56445,-0.313981320491931
ENSMUSG00000026933,Camsap1,227634,-0.313971782412675
ENSMUSG00000036712,Cyld,74256,-0.313890501056247
ENSMUSG00000028180,Zranb2,53861,-0.312010358140869
ENSMUSG00000043881,Kbtbd7,211255,-0.311949741236665
ENSMUSG00000022477,Aco2,11429,-0.311698688491188
ENSMUSG00000022048,Dpysl2,12934,-0.310019099109313
ENSMUSG00000032536,Trak1,67095,-0.307550010248999
ENSMUSG00000034007,Scaper,244891,-0.306507305783865
ENSMUSG00000039686,Zer1,227693,-0.30445138491352
ENSMUSG00000001383,Zmat2,66492,-0.30404587759318
ENSMUSG00000000416,Cttnbp2,30785,-0.303342459645664
ENSMUSG00000060671,Atp8b2,54667,-0.302316010705489
ENSMUSG00000020349,Ppp2ca,19052,-0.301918392123079
ENSMUSG00000031617,Tmem184c,234463,-0.301846626525972
ENSMUSG00000027312,Atrn,11990,-0.301663782783456
ENSMUSG00000039000,Ube3c,100763,-0.299165904120578
ENSMUSG00000042305,Tmem183a,57439,-0.297146678095343
ENSMUSG00000037172,E330009J07Rik,243780,-0.294153736980305
ENSMUSG00000021288,Klc1,16593,-0.289739262213065
ENSMUSG00000020257,Wdr82,77305,-0.287772090493672
ENSMUSG00000027525,Phactr3,74189,-0.286026162491809
ENSMUSG00000005506,Celf1,13046,-0.282256864921203
ENSMUSG00000018411,Mapt,17762,-0.269397842846318
ENSMUSG00000036371,Serbp1,66870,-0.269234856466949
ENSMUSG00000021156,Zmynd11,66505,-0.259724610616559
ENSMUSG00000055302,Mrfap1,67568,-0.253414085899715
